MATNR,MATKL,YEAR_MONTH,DEMAND,REVENUE,N_ORDERS,MONTH,QUARTER,YEAR,IS_Q4,IS_SUMMER,LAG_1,LAG_2,LAG_3,LAG_6,LAG_12,ROLL_3_MEAN,ROLL_6_MEAN,ROLL_3_STD,MATKL_ENC
MAT000011,CHEM,2024-02-01,349,110876.59999999999,4,2,1,2024,0,0,608.0,843.0,2257.0,543.0,657.0,1236.0,867.6666666666666,891.9848653424565,4
MAT000011,CHEM,2024-03-01,687,120912.31,6,3,1,2024,0,0,349.0,608.0,843.0,612.0,1006.0,600.0,835.3333333333334,247.09714688761542,4
MAT000011,CHEM,2024-04-01,314,57274.59,3,4,2,2024,0,0,687.0,349.0,608.0,343.0,746.0,548.0,847.8333333333334,176.80780525757274,4
MAT000011,CHEM,2024-05-01,454,93823.49,3,5,2,2024,0,0,314.0,687.0,349.0,2257.0,1473.0,450.0,843.0,205.99271831790486,4
MAT000011,CHEM,2024-06-01,503,171956.64,6,6,2,2024,0,1,454.0,314.0,687.0,843.0,547.0,485.0,542.5,188.4223978193668,4
MAT000011,CHEM,2024-07-01,588,213424.98,7,7,3,2024,0,1,503.0,454.0,314.0,608.0,1226.0,423.6666666666667,485.8333333333333,98.08329793258898,4
MAT000011,CHEM,2024-08-01,395,24042.58,3,8,3,2024,0,1,588.0,503.0,454.0,349.0,543.0,515.0,482.5,67.80117993073381,4
MAT000011,CHEM,2024-09-01,552,125900.02,4,9,3,2024,0,0,395.0,588.0,503.0,687.0,612.0,495.3333333333333,490.1666666666667,96.72814137226591,4
MAT000011,CHEM,2024-10-01,6,1265.28,1,10,4,2024,1,0,552.0,395.0,588.0,314.0,343.0,511.6666666666667,467.6666666666667,102.62715689978491,4
MAT000011,CHEM,2024-11-01,236,81752.76,1,11,4,2024,1,0,6.0,552.0,395.0,454.0,2257.0,317.6666666666667,416.3333333333333,281.0948831503927,4
MAT000012,CONS,2022-05-01,900,213318.42,9,5,2,2022,0,0,555.0,238.0,862.0,839.0,79.0,551.6666666666666,533.0,312.01335441505285,1
MAT000012,CONS,2022-06-01,712,171435.06,7,6,2,2022,0,1,900.0,555.0,238.0,519.0,281.0,564.3333333333334,543.1666666666666,331.0986761274248,1
MAT000012,CONS,2022-07-01,945,245175.13,13,7,3,2022,0,1,712.0,900.0,555.0,185.0,222.0,722.3333333333334,575.3333333333334,172.73196963310934,1
MAT000012,CONS,2022-08-01,953,276664.18,7,8,3,2022,0,1,945.0,712.0,900.0,862.0,97.0,852.3333333333334,702.0,123.59746491467142,1
MAT000012,CONS,2022-09-01,1227,350053.69,11,9,3,2022,0,0,953.0,945.0,712.0,238.0,8.0,870.0,717.1666666666666,136.89046716261913,1
MAT000012,CONS,2022-10-01,945,231800.76,8,10,4,2022,1,0,1227.0,953.0,945.0,555.0,286.0,1041.6666666666667,882.0,160.55321028660097,1
MAT000012,CONS,2022-11-01,1336,254795.28,10,11,4,2022,1,0,945.0,1227.0,953.0,900.0,839.0,1041.6666666666667,947.0,160.55321028660097,1
MAT000012,CONS,2022-12-01,1496,347020.2,11,12,4,2022,1,0,1336.0,945.0,1227.0,712.0,519.0,1169.3333333333333,1019.6666666666666,201.77793073905175,1
MAT000012,CONS,2023-01-01,590,178409.78,6,1,1,2023,0,0,1496.0,1336.0,945.0,945.0,185.0,1259.0,1150.3333333333333,283.45546387395717,1
MAT000012,CONS,2023-02-01,813,225384.52000000002,7,2,1,2023,0,0,590.0,1496.0,1336.0,953.0,862.0,1140.6666666666667,1091.1666666666667,483.5548917479107,1
MAT000012,CONS,2023-03-01,905,186998.11000000002,13,3,1,2023,0,0,813.0,590.0,1496.0,1227.0,238.0,966.3333333333334,1067.8333333333333,472.0617897408491,1
MAT000012,CONS,2023-04-01,204,58021.68,1,4,2,2023,0,0,905.0,813.0,590.0,945.0,555.0,769.3333333333334,1014.1666666666666,161.97633572017133,1
MAT000012,CONS,2023-05-01,1953,561657.74,20,5,2,2023,0,0,204.0,905.0,813.0,1336.0,900.0,640.6666666666666,890.6666666666666,380.95187797585885,1
MAT000012,CONS,2023-06-01,146,58238.53,6,6,2,2023,0,1,1953.0,204.0,905.0,1496.0,712.0,1020.6666666666666,993.5,880.2183441245322,1
MAT000012,CONS,2023-07-01,542,194293.72,10,7,3,2023,0,1,146.0,1953.0,204.0,590.0,945.0,767.6666666666666,768.5,1026.9383298588739,1
MAT000012,CONS,2023-08-01,657,197945.78,8,8,3,2023,0,1,542.0,146.0,1953.0,813.0,953.0,880.3333333333334,760.5,949.8233169033773,1
MAT000012,CONS,2023-09-01,1374,300763.85,13,9,3,2023,0,0,657.0,542.0,146.0,905.0,1227.0,448.3333333333333,734.5,268.06777749914954,1
MAT000012,CONS,2023-10-01,759,216643.0,6,10,4,2023,1,0,1374.0,657.0,542.0,204.0,945.0,857.6666666666666,812.6666666666666,450.8395871408515,1
MAT000012,CONS,2023-11-01,1041,208987.25,11,11,4,2023,1,0,759.0,1374.0,657.0,1953.0,1336.0,930.0,905.1666666666666,387.88271423202156,1
MAT000012,CONS,2023-12-01,536,74677.58,4,12,4,2023,1,0,1041.0,759.0,1374.0,146.0,1496.0,1058.0,753.1666666666666,307.85223728275884,1
MAT000012,CONS,2024-01-01,327,53931.5,8,1,1,2024,0,0,536.0,1041.0,759.0,542.0,590.0,778.6666666666666,818.1666666666666,253.07377053605055,1
MAT000012,CONS,2024-02-01,618,223187.48,7,2,1,2024,0,0,327.0,536.0,1041.0,657.0,813.0,634.6666666666666,782.3333333333334,367.0835508890771,1
MAT000012,CONS,2024-03-01,642,181806.37,4,3,1,2024,0,0,618.0,327.0,536.0,1374.0,905.0,493.6666666666667,775.8333333333334,150.04777017114827,1
MAT000012,CONS,2024-04-01,251,66827.91,2,4,2,2024,0,0,642.0,618.0,327.0,759.0,204.0,529.0,653.8333333333334,175.34822496963116,1
MAT000012,CONS,2024-05-01,498,91382.76999999999,3,5,2,2024,0,0,251.0,642.0,618.0,1041.0,1953.0,503.6666666666667,569.1666666666666,219.14454894734146,1
MAT000012,CONS,2024-06-01,280,53904.41,5,6,2,2024,0,1,498.0,251.0,642.0,536.0,146.0,463.6666666666667,478.6666666666667,197.74815633358952,1
MAT000012,CONS,2024-07-01,118,42113.12,3,7,3,2024,0,1,280.0,498.0,251.0,327.0,542.0,343.0,436.0,135.0148140020217,1
MAT000012,CONS,2024-08-01,248,54135.06,3,8,3,2024,0,1,118.0,280.0,498.0,618.0,657.0,298.6666666666667,401.1666666666667,190.68647915710721,1
MAT000012,CONS,2024-09-01,276,34719.43,2,9,3,2024,0,0,248.0,118.0,280.0,642.0,1374.0,215.33333333333334,339.5,85.79821287960455,1
MAT000012,CONS,2024-10-01,755,169333.53999999998,6,10,4,2024,1,0,276.0,248.0,118.0,251.0,759.0,214.0,278.5,84.30895563343557,1
MAT000012,CONS,2024-11-01,234,39720.98,2,11,4,2024,1,0,755.0,276.0,248.0,498.0,1041.0,426.3333333333333,362.5,284.9777769113476,1
MAT000013,CONS,2022-04-01,583,171373.4,7,4,2,2022,0,0,532.0,904.0,709.0,559.0,163.0,715.0,651.8333333333334,186.07256648952838,1
MAT000013,CONS,2022-05-01,520,111125.96,6,5,2,2022,0,0,583.0,532.0,904.0,827.0,248.0,673.0,655.8333333333334,201.6705233790996,1
MAT000013,CONS,2022-06-01,330,54245.08,5,6,2,2022,0,1,520.0,583.0,532.0,380.0,146.0,545.0,604.6666666666666,33.451457367354806,1
MAT000013,CONS,2022-07-01,574,148126.66,9,7,3,2022,0,1,330.0,520.0,583.0,709.0,270.0,477.6666666666667,596.3333333333334,131.70547951142083,1
MAT000013,CONS,2022-08-01,585,131603.39,6,8,3,2022,0,1,574.0,330.0,520.0,904.0,288.0,474.6666666666667,573.8333333333334,128.16135663035598,1
MAT000013,CONS,2022-09-01,320,71998.33,5,9,3,2022,0,0,585.0,574.0,330.0,532.0,391.0,496.3333333333333,520.6666666666666,144.15385299510137,1
MAT000013,CONS,2022-10-01,743,207517.82,4,10,4,2022,1,0,320.0,585.0,574.0,583.0,559.0,493.0,485.3333333333333,149.92331373072022,1
MAT000013,CONS,2022-11-01,1453,340889.4,11,11,4,2022,1,0,743.0,320.0,585.0,520.0,827.0,549.3333333333334,512.0,213.74361588906766,1
MAT000013,CONS,2022-12-01,1016,263779.37,9,12,4,2022,1,0,1453.0,743.0,320.0,330.0,380.0,838.6666666666666,667.5,572.5262730507075,1
MAT000013,CONS,2023-01-01,1042,258719.12,14,1,1,2023,0,0,1016.0,1453.0,743.0,574.0,709.0,1070.6666666666667,781.8333333333334,358.14289513172423,1
MAT000013,CONS,2023-02-01,769,235665.89,9,2,1,2023,0,0,1042.0,1016.0,1453.0,585.0,904.0,1170.3333333333333,859.8333333333334,245.14145576244994,1
MAT000013,CONS,2023-03-01,772,141616.24,9,3,1,2023,0,0,769.0,1042.0,1016.0,320.0,532.0,942.3333333333334,890.5,150.67293497285166,1
MAT000013,CONS,2023-04-01,975,277101.13,12,4,2,2023,0,0,772.0,769.0,1042.0,743.0,583.0,861.0,965.8333333333334,156.75777492679543,1
MAT000013,CONS,2023-05-01,579,178837.07,7,5,2,2023,0,0,975.0,772.0,769.0,1453.0,520.0,838.6666666666666,1004.5,118.07765806168918,1
MAT000013,CONS,2023-06-01,900,247967.09,13,6,2,2023,0,1,579.0,975.0,772.0,1016.0,330.0,775.3333333333334,858.8333333333334,198.0210426528787,1
MAT000013,CONS,2023-07-01,739,140647.12,10,7,3,2023,0,1,900.0,579.0,975.0,1042.0,574.0,818.0,839.5,210.34970881843375,1
MAT000013,CONS,2023-08-01,1137,269616.75,13,8,3,2023,0,1,739.0,900.0,579.0,769.0,585.0,739.3333333333334,789.0,160.5002596051894,1
MAT000013,CONS,2023-09-01,1660,390486.64,14,9,3,2023,0,0,1137.0,739.0,900.0,772.0,320.0,925.3333333333334,850.3333333333334,200.20572752379783,1
MAT000013,CONS,2023-10-01,1502,270797.14,9,10,4,2023,1,0,1660.0,1137.0,739.0,975.0,743.0,1178.6666666666667,998.3333333333334,461.9116077057743,1
MAT000013,CONS,2023-11-01,1103,344860.92,6,11,4,2023,1,0,1502.0,1660.0,1137.0,579.0,1453.0,1433.0,1086.1666666666667,268.2405636737289,1
MAT000013,CONS,2023-12-01,749,193920.97999999998,6,12,4,2023,1,0,1103.0,1502.0,1660.0,900.0,1016.0,1421.6666666666667,1173.5,287.0580661352911,1
MAT000013,CONS,2024-01-01,832,186258.84,7,1,1,2024,0,0,749.0,1103.0,1502.0,739.0,1042.0,1118.0,1148.3333333333333,376.7240369288902,1
MAT000013,CONS,2024-02-01,455,84671.75,5,2,1,2024,0,0,832.0,749.0,1103.0,1137.0,769.0,894.6666666666666,1163.8333333333333,185.13328531988284,1
MAT000013,CONS,2024-03-01,385,57740.57,4,3,1,2024,0,0,455.0,832.0,749.0,1660.0,772.0,678.6666666666666,1050.1666666666667,198.09677769548182,1
MAT000013,CONS,2024-04-01,154,13397.960000000001,2,4,2,2024,0,0,385.0,455.0,832.0,1502.0,975.0,557.3333333333334,837.6666666666666,240.42947683953633,1
MAT000013,CONS,2024-05-01,663,163172.53999999998,6,5,2,2024,0,0,154.0,385.0,455.0,1103.0,579.0,331.3333333333333,613.0,157.51296242955104,1
MAT000013,CONS,2024-06-01,537,144042.98,6,6,2,2024,0,1,663.0,154.0,385.0,749.0,900.0,400.6666666666667,539.6666666666666,254.86140024203968,1
MAT000013,CONS,2024-07-01,153,31449.66,2,7,3,2024,0,1,537.0,663.0,154.0,832.0,739.0,451.3333333333333,504.3333333333333,265.0930654191715,1
MAT000013,CONS,2024-08-01,516,186202.97999999998,3,8,3,2024,0,1,153.0,537.0,663.0,455.0,1137.0,451.0,391.1666666666667,265.6539101914365,1
MAT000013,CONS,2024-09-01,143,48072.31,1,9,3,2024,0,0,516.0,153.0,537.0,385.0,1660.0,402.0,401.3333333333333,215.89580820386445,1
MAT000013,CONS,2024-10-01,412,171551.43,2,10,4,2024,1,0,143.0,516.0,153.0,154.0,1502.0,270.6666666666667,361.0,212.52372416587568,1
MAT000013,CONS,2024-11-01,39,16806.27,1,11,4,2024,1,0,412.0,143.0,516.0,663.0,1103.0,357.0,404.0,192.4863631533409,1
MAT000014,PACK,2022-03-01,1049,193129.55,8,3,1,2022,0,0,494.0,933.0,315.0,300.0,236.0,580.6666666666666,611.3333333333334,317.9848004753267,0
MAT000014,PACK,2022-04-01,300,86506.63,3,4,2,2022,0,0,1049.0,494.0,933.0,601.0,353.0,825.3333333333334,736.1666666666666,292.7461926880234,0
MAT000014,PACK,2022-05-01,105,26811.03,3,5,2,2022,0,0,300.0,1049.0,494.0,1025.0,256.0,614.3333333333334,686.0,388.7291259133195,0
MAT000014,PACK,2022-06-01,853,217110.83,10,6,2,2022,0,1,105.0,300.0,1049.0,315.0,1.0,484.6666666666667,532.6666666666666,498.35763597373864,0
MAT000014,PACK,2022-07-01,690,130090.34,10,7,3,2022,0,1,853.0,105.0,300.0,933.0,14.0,419.3333333333333,622.3333333333334,388.01589314528525,0
MAT000014,PACK,2022-08-01,584,115086.44,7,8,3,2022,0,1,690.0,853.0,105.0,494.0,345.0,549.3333333333334,581.8333333333334,393.3399716953941,0
MAT000014,PACK,2022-09-01,553,35701.01,5,9,3,2022,0,0,584.0,690.0,853.0,1049.0,300.0,709.0,596.8333333333334,135.50276749941355,0
MAT000014,PACK,2022-10-01,1264,408235.79,8,10,4,2022,1,0,553.0,584.0,690.0,300.0,601.0,609.0,514.1666666666666,71.84010022264785,0
MAT000014,PACK,2022-11-01,1246,167428.73,7,11,4,2022,1,0,1264.0,553.0,584.0,105.0,1025.0,800.3333333333334,674.8333333333334,401.84615630031044,0
MAT000014,PACK,2022-12-01,815,251271.33000000002,5,12,4,2022,1,0,1246.0,1264.0,553.0,853.0,315.0,1021.0,865.0,405.3998026639878,0
MAT000014,PACK,2023-01-01,1348,308999.49,11,1,1,2023,0,0,815.0,1246.0,1264.0,690.0,933.0,1108.3333333333333,858.6666666666666,254.19349585175004,0
MAT000014,PACK,2023-02-01,475,141050.51,6,2,1,2023,0,0,1348.0,815.0,1246.0,584.0,494.0,1136.3333333333333,968.3333333333334,282.917538044805,0
MAT000014,PACK,2023-03-01,714,208578.4,11,3,1,2023,0,0,475.0,1348.0,815.0,553.0,1049.0,879.3333333333334,950.1666666666666,440.0412859418235,0
MAT000014,PACK,2023-04-01,635,159286.36,7,4,2,2023,0,0,714.0,475.0,1348.0,1264.0,300.0,845.6666666666666,977.0,451.1477954432823,0
MAT000014,PACK,2023-05-01,1074,244450.72,10,5,2,2023,0,0,635.0,714.0,475.0,1246.0,105.0,608.0,872.1666666666666,121.7661693575039,0
MAT000014,PACK,2023-06-01,627,144066.56,10,6,2,2023,0,1,1074.0,635.0,714.0,815.0,853.0,807.6666666666666,843.5,234.00925907607515,0
MAT000014,PACK,2023-07-01,1019,225926.2,13,7,3,2023,0,1,627.0,1074.0,635.0,1348.0,690.0,778.6666666666666,812.1666666666666,255.7974459085424,0
MAT000014,PACK,2023-08-01,801,130005.79,7,8,3,2023,0,1,1019.0,627.0,1074.0,475.0,584.0,906.6666666666666,757.3333333333334,243.7546580751508,0
MAT000014,PACK,2023-09-01,553,193297.81,5,9,3,2023,0,0,801.0,1019.0,627.0,714.0,553.0,815.6666666666666,811.6666666666666,196.41113342510315,0
MAT000014,PACK,2023-10-01,1417,434256.81,12,10,4,2023,1,0,553.0,801.0,1019.0,635.0,1264.0,791.0,784.8333333333334,233.16088865845478,0
MAT000014,PACK,2023-11-01,1007,207663.05,10,11,4,2023,1,0,1417.0,553.0,801.0,1074.0,1246.0,923.6666666666666,915.1666666666666,444.8700184698152,0
MAT000014,PACK,2023-12-01,667,186452.16,3,12,4,2023,1,0,1007.0,1417.0,553.0,627.0,815.0,992.3333333333334,904.0,432.18668805660093,0
MAT000014,PACK,2024-01-01,726,200131.30000000002,8,1,1,2024,0,0,667.0,1007.0,1417.0,1019.0,1348.0,1030.3333333333333,910.6666666666666,375.54404979087826,0
MAT000014,PACK,2024-02-01,874,282135.22,8,2,1,2024,0,0,726.0,667.0,1007.0,801.0,475.0,800.0,861.8333333333334,181.6782870901206,0
MAT000014,PACK,2024-03-01,261,34502.38,5,3,1,2024,0,0,874.0,726.0,667.0,553.0,714.0,755.6666666666666,874.0,106.64114277957451,0
MAT000014,PACK,2024-05-01,327,84131.04,4,5,2,2024,0,0,261.0,874.0,726.0,1417.0,635.0,620.3333333333334,825.3333333333334,319.8692441191143,0
MAT000014,PACK,2024-06-01,172,53190.759999999995,4,6,2,2024,0,1,327.0,261.0,874.0,1007.0,1074.0,487.3333333333333,643.6666666666666,336.4852646600345,0
MAT000014,PACK,2024-07-01,253,90947.73000000001,2,7,3,2024,0,1,172.0,327.0,261.0,667.0,627.0,253.33333333333334,504.5,77.78388864882854,0
MAT000014,PACK,2024-09-01,690,251739.93,5,9,3,2024,0,0,253.0,172.0,327.0,726.0,1019.0,250.66666666666666,435.5,77.52633961005354,0
MAT000014,PACK,2024-10-01,11,1049.84,1,10,4,2024,1,0,690.0,253.0,172.0,874.0,801.0,371.6666666666667,429.5,278.6437390887034,0
MAT000015,ELEC,2022-04-01,894,268107.08,8,4,2,2022,0,0,284.0,650.0,307.0,846.0,120.0,413.6666666666667,513.1666666666666,204.99349583177823,3
MAT000015,ELEC,2022-05-01,414,81927.08,6,5,2,2022,0,0,894.0,284.0,650.0,272.0,181.0,609.3333333333334,521.1666666666666,307.02660036767713,3
MAT000015,ELEC,2022-06-01,514,85496.79000000001,5,6,2,2022,0,1,414.0,894.0,284.0,720.0,156.0,530.6666666666666,544.8333333333334,321.299444962691,3
MAT000015,ELEC,2022-07-01,183,20464.18,4,7,3,2022,0,1,514.0,414.0,894.0,307.0,232.0,607.3333333333334,510.5,253.24559884296767,3
MAT000015,ELEC,2022-08-01,376,110005.29000000001,3,8,3,2022,0,1,183.0,514.0,414.0,650.0,334.0,370.3333333333333,489.8333333333333,169.76552457237403,3
MAT000015,ELEC,2022-09-01,991,187309.71000000002,8,9,3,2022,0,0,376.0,183.0,514.0,284.0,447.0,357.6666666666667,444.1666666666667,166.2598368017163,3
MAT000015,ELEC,2022-10-01,567,170098.07,4,10,4,2022,1,0,991.0,376.0,183.0,894.0,846.0,516.6666666666666,562.0,421.96721831598876,3
MAT000015,ELEC,2022-11-01,1192,280534.7,10,11,4,2022,1,0,567.0,991.0,376.0,414.0,272.0,644.6666666666666,507.5,314.77028661125775,3
MAT000015,ELEC,2022-12-01,982,258746.28,10,12,4,2022,1,0,1192.0,567.0,991.0,514.0,720.0,916.6666666666666,637.1666666666666,319.06164503639945,3
MAT000015,ELEC,2023-01-01,941,193207.65,9,1,1,2023,0,0,982.0,1192.0,567.0,183.0,307.0,913.6666666666666,715.1666666666666,318.05397864723113,3
MAT000015,ELEC,2023-02-01,1003,245126.24,9,2,1,2023,0,0,941.0,982.0,1192.0,376.0,650.0,1038.3333333333333,841.5,134.64892622421226,3
MAT000015,ELEC,2023-03-01,907,252514.5,12,3,1,2023,0,0,1003.0,941.0,982.0,991.0,284.0,975.3333333333334,946.0,31.53305144341955,3
MAT000015,ELEC,2023-04-01,688,189354.14,11,4,2,2023,0,0,907.0,1003.0,941.0,567.0,894.0,950.3333333333334,932.0,48.67579823005821,3
MAT000015,ELEC,2023-05-01,918,304041.48,6,5,2,2023,0,0,688.0,907.0,1003.0,1192.0,414.0,866.0,952.1666666666666,161.45277947437134,3
MAT000015,ELEC,2023-06-01,867,174316.3,11,6,2,2023,0,1,918.0,688.0,907.0,982.0,514.0,837.6666666666666,906.5,129.73177457097125,3
MAT000015,ELEC,2023-07-01,479,116370.06,9,7,3,2023,0,1,867.0,918.0,688.0,941.0,183.0,824.3333333333334,887.3333333333334,120.79045216130828,3
MAT000015,ELEC,2023-08-01,648,87605.22,6,8,3,2023,0,1,479.0,867.0,918.0,1003.0,376.0,754.6666666666666,810.3333333333334,240.09234334591613,3
MAT000015,ELEC,2023-09-01,764,230470.78999999998,10,9,3,2023,0,0,648.0,479.0,867.0,907.0,991.0,664.6666666666666,751.1666666666666,194.5362005728837,3
MAT000015,ELEC,2023-10-01,1508,378954.42,12,10,4,2023,1,0,764.0,648.0,479.0,688.0,567.0,630.3333333333334,727.3333333333334,143.31899153054775,3
MAT000015,ELEC,2023-11-01,488,143132.67,4,11,4,2023,1,0,1508.0,764.0,648.0,918.0,1192.0,973.3333333333334,864.0,466.6533331428517,3
MAT000015,ELEC,2023-12-01,472,158398.63,5,12,4,2023,1,0,488.0,1508.0,764.0,867.0,982.0,920.0,792.3333333333334,527.5907504875346,3
MAT000015,ELEC,2024-01-01,915,155919.37,8,1,1,2024,0,0,472.0,488.0,1508.0,479.0,941.0,822.6666666666666,726.5,593.5699902566953,3
MAT000015,ELEC,2024-02-01,628,229296.45,5,2,1,2024,0,0,915.0,472.0,488.0,648.0,1003.0,625.0,799.1666666666666,251.2747500247487,3
MAT000015,ELEC,2024-03-01,611,160000.52,4,3,1,2024,0,0,628.0,915.0,472.0,764.0,907.0,671.6666666666666,795.8333333333334,224.70499178552595,3
MAT000015,ELEC,2024-04-01,329,40676.97,4,4,2,2024,0,0,611.0,628.0,915.0,1508.0,688.0,718.0,770.3333333333334,170.81861725233568,3
MAT000015,ELEC,2024-05-01,92,15340.37,2,5,2,2024,0,0,329.0,611.0,628.0,488.0,918.0,522.6666666666666,573.8333333333334,167.9355034926602,3
MAT000015,ELEC,2024-06-01,491,134720.49,5,6,2,2024,0,1,92.0,329.0,611.0,472.0,867.0,344.0,507.8333333333333,259.82494106609533,3
MAT000015,ELEC,2024-07-01,534,94543.73,6,7,3,2024,0,1,491.0,92.0,329.0,915.0,479.0,304.0,511.0,200.6713731452494,3
MAT000015,ELEC,2024-08-01,388,124934.04999999999,4,8,3,2024,0,1,534.0,491.0,92.0,628.0,648.0,372.3333333333333,447.5,243.72593898338613,3
MAT000015,ELEC,2024-09-01,143,44158.229999999996,3,9,3,2024,0,0,388.0,534.0,491.0,611.0,764.0,471.0,407.5,75.02666192761048,3
MAT000015,ELEC,2024-10-01,349,62482.39,2,10,4,2024,1,0,143.0,388.0,534.0,329.0,1508.0,355.0,329.5,197.57783276471056,3
MAT000015,ELEC,2024-11-01,291,113920.68,1,11,4,2024,1,0,349.0,143.0,388.0,92.0,488.0,293.3333333333333,332.8333333333333,131.64472390997392,3
MAT000015,ELEC,2024-12-01,185,65384.55,1,12,4,2024,1,0,291.0,349.0,143.0,491.0,472.0,261.0,366.0,106.22617379911561,3
MAT000016,CONS,2022-04-01,295,51009.0,4,4,2,2022,0,0,318.0,587.0,685.0,595.0,14.0,530.0,634.8333333333334,190.0236827345477,1
MAT000016,CONS,2022-05-01,843,106750.61,8,5,2,2022,0,0,295.0,318.0,587.0,1005.0,471.0,400.0,584.8333333333334,162.35455029040622,1
MAT000016,CONS,2022-06-01,527,146409.11,6,6,2,2022,0,1,843.0,295.0,318.0,619.0,285.0,485.3333333333333,557.8333333333334,309.96182560653074,1
MAT000016,CONS,2022-07-01,874,246626.42,11,7,3,2022,0,1,527.0,843.0,295.0,685.0,214.0,555.0,542.5,275.07089995126717,1
MAT000016,CONS,2022-08-01,952,197746.7,8,8,3,2022,0,1,874.0,527.0,843.0,587.0,298.0,748.0,574.0,192.01822830137775,1
MAT000016,CONS,2022-09-01,776,232674.05,8,9,3,2022,0,0,952.0,874.0,527.0,318.0,163.0,784.3333333333334,634.8333333333334,226.24396861205685,1
MAT000016,CONS,2022-10-01,1484,342832.93,8,10,4,2022,1,0,776.0,952.0,874.0,295.0,595.0,867.3333333333334,711.1666666666666,88.18919056966874,1
MAT000016,CONS,2022-11-01,1776,544303.66,12,11,4,2022,1,0,1484.0,776.0,952.0,843.0,1005.0,1070.6666666666667,909.3333333333334,368.61542742176886,1
MAT000016,CONS,2022-12-01,1292,298438.21,6,12,4,2022,1,0,1776.0,1484.0,776.0,527.0,619.0,1345.3333333333333,1064.8333333333333,514.2191491313148,1
MAT000016,CONS,2023-01-01,1500,287260.51,14,1,1,2023,0,0,1292.0,1776.0,1484.0,874.0,685.0,1517.3333333333333,1192.3333333333333,243.71568134474518,1
MAT000016,CONS,2023-02-01,643,159812.78,5,2,1,2023,0,0,1500.0,1292.0,1776.0,952.0,587.0,1522.6666666666667,1296.6666666666667,242.79483794622445,1
MAT000016,CONS,2023-03-01,458,61642.98,5,3,1,2023,0,0,643.0,1500.0,1292.0,776.0,318.0,1145.0,1245.1666666666667,447.01118554237553,1
MAT000016,CONS,2023-04-01,1110,280147.38,10,4,2,2023,0,0,458.0,643.0,1500.0,1484.0,295.0,867.0,1192.1666666666667,555.9433424369789,1
MAT000016,CONS,2023-05-01,843,291053.7,7,5,2,2023,0,0,1110.0,458.0,643.0,1776.0,843.0,737.0,1129.8333333333333,336.01041650520307,1
MAT000016,CONS,2023-06-01,669,103818.38,9,6,2,2023,0,1,843.0,1110.0,458.0,1292.0,527.0,803.6666666666666,974.3333333333334,327.77482107894343,1
MAT000016,CONS,2023-07-01,255,55407.1,5,7,3,2023,0,1,669.0,843.0,1110.0,1500.0,874.0,874.0,870.5,222.12834128044096,1
MAT000016,CONS,2023-08-01,1669,502699.04,14,8,3,2023,0,1,255.0,669.0,843.0,643.0,952.0,589.0,663.0,302.0529754860893,1
MAT000016,CONS,2023-09-01,1126,347948.42000000004,9,9,3,2023,0,0,1669.0,255.0,669.0,458.0,776.0,864.3333333333334,834.0,726.9562114277128,1
MAT000016,CONS,2023-10-01,1294,245792.56,8,10,4,2023,1,0,1126.0,1669.0,255.0,1110.0,1484.0,1016.6666666666666,945.3333333333334,713.3122271020829,1
MAT000016,CONS,2023-11-01,707,209748.41000000003,6,11,4,2023,1,0,1294.0,1126.0,1669.0,843.0,1776.0,1363.0,976.0,277.99820143303117,1
MAT000016,CONS,2023-12-01,733,154082.04,5,12,4,2023,1,0,707.0,1294.0,1126.0,669.0,1292.0,1042.3333333333333,953.3333333333334,302.311649351019,1
MAT000016,CONS,2024-01-01,350,20072.41,4,1,1,2024,0,0,733.0,707.0,1294.0,255.0,1500.0,911.3333333333334,964.0,331.6539361040864,1
MAT000016,CONS,2024-02-01,934,245167.3,6,2,1,2024,0,0,350.0,733.0,707.0,1669.0,643.0,596.6666666666666,979.8333333333334,214.01479699622033,1
MAT000016,CONS,2024-03-01,127,39037.62,2,3,1,2024,0,0,934.0,350.0,733.0,1126.0,458.0,672.3333333333334,857.3333333333334,296.6889504739491,1
MAT000016,CONS,2024-04-01,317,56326.83,3,4,2,2024,0,0,127.0,934.0,350.0,1294.0,1110.0,470.3333333333333,690.8333333333334,416.7401268576539,1
MAT000016,CONS,2024-05-01,383,97803.62,4,5,2,2024,0,0,317.0,127.0,934.0,707.0,843.0,459.3333333333333,528.0,421.90796784764973,1
MAT000016,CONS,2024-07-01,314,48717.3,6,7,3,2024,0,1,383.0,317.0,127.0,733.0,669.0,275.6666666666667,474.0,132.91099778924777,1
MAT000016,CONS,2024-08-01,670,137134.74,4,8,3,2024,0,1,314.0,383.0,317.0,350.0,255.0,338.0,404.1666666666667,39.000000000001236,1
MAT000016,CONS,2024-09-01,128,2695.08,2,9,3,2024,0,0,670.0,314.0,383.0,934.0,1669.0,455.6666666666667,457.5,188.79706918629182,1
MAT000017,PACK,2022-03-01,1095,257280.03,9,3,1,2022,0,0,511.0,951.0,522.0,310.0,78.0,661.3333333333334,627.1666666666666,250.9189776269091,0
MAT000017,PACK,2022-04-01,684,155780.97999999998,6,4,2,2022,0,0,1095.0,511.0,951.0,826.0,85.0,852.3333333333334,758.0,304.2455148943585,0
